host_response_time;host_response_rate;host_is_superhost;host_listings_count;street;neighbourhood;neighbourhood_cleansed;;;;;;;neighbourhood_group_cleansed;city;state;zipcode;market;smart_location;country_code;country;latitude;longitude;is_location_exact;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;square_feet;price;weekly_price;monthly_price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;calendar_updated;has_availability;availability_30;availability_60;availability_90;availability_365;calendar_last_scraped;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;requires_license;license;jurisdiction_names;instant_bookable;is_business_travel_ready;cancellation_policy;require_guest_profile_picture;require_guest_phone_verification;calculated_host_listings_count;reviews_per_month;ano;mes;minimum_minimum_nights;maximum_minimum_nights;minimum_maximum_nights;maximum_maximum_nights;minimum_nights_avg_ntm;maximum_nights_avg_ntm;number_of_reviews_ltm;calculated_host_listings_count_entire_homes;calculated_host_listings_count_private_rooms;calculated_host_listings_count_shared_rooms
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;;Itanhangá;;;;;;;;Rio de Janeiro;Rio de Janeiro;22753-212;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.974.216.239.333.500;-43.328.482.846.442.100;f;Apartment;Private room;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer}";;$188.00;$1,120.00;$4,800.00;$400.00;$50.00;1;$100.00;2;21;4 months ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;flexible;f;f;1;;2018;4;;;;;;;;;;
within an hour;100%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Botafogo;Botafogo;;;;;;;;Rio de Janeiro;Rio de Janeiro;22250-040;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.949.393.796.868.100;-4.318.250.404.399.440;t;Apartment;Entire home/apt;4;1.5;2.0;3.0;Real Bed;"{Internet,Wifi,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Accessible-height toilet"",""Host greets you"",Beachfront}";0.0;$301.00;$1,700.00;$5,000.00;$1,000.00;$150.00;1;$0.00;3;365;today;t;0;11;41;316;15/04/2018;15;06/01/2013;21/01/2018;90.0;8.0;9.0;10.0;10.0;10.0;8.0;f;;;f;f;strict;t;t;2;0.23;2018;4;;;;;;;;;;
;;f;4.0;Rio, Rio de Janeiro, Brazil;Flamengo;Flamengo;;;;;;;;Rio;Rio de Janeiro;22210-080;Rio De Janeiro;Rio, Brazil;BR;Brazil;-22.934.920.764.007.400;-4.317.585.036.081.510;t;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Shampoo}";;$700.00;;;$500.00;;1;$0.00;2;15;22 months ago;t;29;59;89;364;14/04/2018;2;28/06/2014;26/02/2015;100.0;10.0;10.0;10.0;10.0;9.0;9.0;f;;;f;f;strict;f;f;4;0.04;2018;4;;;;;;;;;;
within a few hours;100%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;;;;;;;Rio de Janeiro;Rio de Janeiro;22611-030;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-23.006.603.364.278.400;-4.329.758.219.695.440;f;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;{};;$239.00;;;;$150.00;1;$0.00;5;1125;7 weeks ago;t;27;57;87;177;14/04/2018;6;17/06/2016;23/01/2018;97.0;10.0;8.0;10.0;9.0;10.0;10.0;f;;;f;f;strict;f;f;2;0.27;2018;4;;;;;;;;;;
;;f;6.0;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Jacarepaguá;;;;;;;;Rio de Janeiro;Rio de Janeiro;22775-060;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.970.972.221.868.300;-4.339.458.081.510.560;t;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";0.0;$127.00;;;;$155.00;1;$250.00;5;90;15 months ago;t;29;59;89;364;15/04/2018;1;24/06/2012;24/06/2012;97.0;10.0;10.0;10.0;10.0;8.0;10.0;f;;;f;f;strict;f;f;6;0.01;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22070-011;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.253.496.830.680;-4.319.123.835.723.520;t;Apartment;Entire home/apt;4;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,""Family/kid friendly"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Step-free access"",""Wide clearance to shower, toilet"",""Step-free access""}";;$290.00;$3,415.00;$11,953.00;$1,991.00;$222.00;4;$137.00;5;250;6 weeks ago;t;8;8;34;309;14/04/2018;6;09/03/2014;06/03/2018;93.0;9.0;9.0;10.0;10.0;9.0;9.0;f;;;f;f;strict;f;f;1;0.12;2018;4;;;;;;;;;;
within an hour;100%;t;3.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;22410-080;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.463.314.861.530;-43.213.377.226.981.900;t;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",Oven,Stove,""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet""}";;$249.00;;;$500.00;$108.00;2;$50.00;4;30;4 days ago;t;9;39;69;338;14/04/2018;18;13/06/2016;27/03/2018;95.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;t;f;strict;f;f;3;0.8;2018;4;;;;;;;;;;
within an hour;100%;t;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22080-000;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.982.446.309.191.500;-431.908.803.385.082;f;Apartment;Entire home/apt;6;1.5;3.0;3.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Long term stays allowed"",""Step-free access"",""Step-free access"",""Step-free access"",Other,""Handheld shower head""}";;$348.00;;;$600.00;$180.00;6;$70.00;2;1125;2 weeks ago;t;24;54;84;84;14/04/2018;110;11/06/2012;18/02/2018;93.0;9.0;9.0;10.0;10.0;9.0;9.0;f;;;t;f;strict;t;t;2;1.55;2018;4;;;;;;;;;;
within an hour;100%;t;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Leblon;Leblon;;;;;;;;Rio de Janeiro;Rio de Janeiro;22450-130;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.983.818.241.423.600;-4.323.336.952.928.320;f;Apartment;Entire home/apt;6;4.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";0.0;$1,100.00;;;$2,000.00;$280.00;1;$0.00;4;14;5 months ago;t;28;58;87;87;15/04/2018;10;19/07/2012;14/02/2018;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;t;t;2;0.14;2018;4;;;;;;;;;;
within a few hours;100%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Santa Teresa;Santa Teresa;;;;;;;;Rio de Janeiro;Rio de Janeiro;20230013;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.915.054.867.317.300;-4.318.491.890.631.720;t;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Hair dryer""}";;$157.00;;;;$150.00;1;$0.00;4;30;7 weeks ago;t;29;59;89;364;15/04/2018;10;08/08/2016;12/02/2018;92.0;9.0;10.0;9.0;9.0;8.0;9.0;f;;;f;f;strict;f;f;2;0.49;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;;;;;;;Rio de Janeiro;Rio de Janeiro;22790-735;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.300.811.356.922.700;-4.343.593.119.002.330;t;Apartment;Private room;2;1.0;1.0;1.0;Futon;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Breakfast,Elevator,Washer}";15.0;$102.00;;;;;1;$102.00;1;16;20 months ago;t;29;59;89;364;15/04/2018;1;19/08/2016;19/08/2016;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;moderate;f;f;1;0.05;2018;4;;;;;;;;;;
within a few hours;100%;f;5.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;22080-030;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.646.545.499.440;-43.194.312.152.855.100;t;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Family/kid friendly"",Essentials}";323.0;$181.00;;;$500.00;$100.00;2;$40.00;5;180;3 months ago;t;30;60;90;365;14/04/2018;99;26/07/2012;09/02/2018;92.0;10.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;5;1.42;2018;4;;;;;;;;;;
within a few hours;100%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;;;;;;;Rio de Janeiro;Rio de Janeiro;22620-311;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-23.008.709.757.244.700;-4.332.222.678.564.820;f;Apartment;Entire home/apt;3;2.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",Other}";;$301.00;$1,900.00;$7,000.00;$3,000.00;$200.00;3;$50.00;3;1125;3 months ago;t;0;11;41;306;14/04/2018;19;24/06/2012;21/01/2018;99.0;10.0;10.0;10.0;10.0;9.0;9.0;f;;;f;f;strict;f;f;1;0.27;2018;4;;;;;;;;;;
within an hour;100%;t;2.0;Rio de Janeiro, RJ, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;RJ;22080-030;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-229.850.441.757.955;-4.319.227.750.435.180;t;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Children’s books and toys"",""Babysitter recommendations"",""Room-darkening shades"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Host greets you"",Beachfront}";;$529.00;;$30,736.00;$3,415.00;$137.00;1;$0.00;1;60;2 weeks ago;t;28;58;88;363;14/04/2018;71;06/01/2013;02/04/2018;98.0;10.0;10.0;10.0;10.0;10.0;9.0;f;;;t;f;strict;f;f;2;1.11;2018;4;;;;;;;;;;
within an hour;100%;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;;;;;;;Rio de Janeiro;Rio de Janeiro;22620-311;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.300.462.609.535.950;-4.337.645.652.569.500;t;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Family/kid friendly"",Washer,Essentials,Hangers,""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",""Well-lit path to entrance""}";;$208.00;;;;$150.00;2;$0.00;2;30;5 weeks ago;t;21;51;81;349;14/04/2018;12;12/10/2012;27/02/2018;93.0;9.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;1;0.18;2018;4;;;;;;;;;;
within an hour;100%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;22081-030;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.661.138.210.030;-4.319.455.998.423.330;t;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer}";151.0;$301.00;;;$350.00;$50.00;2;$100.00;3;20;3 months ago;t;28;58;88;284;14/04/2018;1;05/01/2016;05/01/2016;80.0;8.0;8.0;8.0;8.0;8.0;8.0;f;;;f;f;strict;f;f;2;0.04;2018;4;;;;;;;;;;
a few days or more;0%;f;4.0;Rio, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio;Rio de Janeiro;22080;Rio De Janeiro;Rio, Brazil;BR;Brazil;-2.298.166.720.926.610;-43.190.583.085.177.000;t;Apartment;Entire home/apt;5;3.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Air purifier""}";;$544.00;;$12,667.00;$1,267.00;$338.00;4;$211.00;7;365;today;t;30;60;90;180;15/04/2018;10;14/06/2012;19/02/2017;100.0;9.0;8.0;8.0;8.0;10.0;9.0;f;;;f;f;strict;t;t;2;0.14;2018;4;;;;;;;;;;
within an hour;100%;t;6.0;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;;;;;;;Rio de Janeiro;Rio de Janeiro;22421-020;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.176.592.429.180;-431.999.003.863.148;t;Apartment;Entire home/apt;5;1.0;2.0;5.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Private living room"",""Baby bath"",""Window guards"",Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}";0.0;$273.00;$2,800.00;$10,000.00;;$150.00;1;$0.00;4;1125;3 months ago;t;13;33;63;246;14/04/2018;159;22/09/2012;02/04/2018;94.0;9.0;10.0;10.0;10.0;10.0;9.0;f;;;t;f;strict;f;t;6;2.35;2018;4;;;;;;;;;;
within a day;100%;f;2.0;Rio de Janeiro, Rio de Janeiro, Brazil;Tijuca;Tijuca;;;;;;;;Rio de Janeiro;Rio de Janeiro;20530-000;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.293.398.200.734.620;-43.240.687.342.821.900;t;Apartment;Private room;3;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",""Safety card"",""Fire extinguisher"",Shampoo,""Lock on bedroom door"",""24-hour check-in"",Iron,""Laptop friendly workspace""}";161.0;$280.00;$1,650.00;$4,337.00;$0.00;$50.00;1;$90.00;2;21;3 months ago;t;30;60;90;365;15/04/2018;1;18/08/2016;18/08/2016;80.0;6.0;10.0;10.0;10.0;8.0;8.0;f;;;f;f;flexible;f;f;1;0.05;2018;4;;;;;;;;;;
within an hour;100%;f;4.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22060-002;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.976.787.887.943.200;-4.319.172.849.013.970;t;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers}";;$201.00;;;$683.00;$171.00;4;$171.00;3;90;7 weeks ago;t;0;0;0;0;14/04/2018;12;23/12/2012;20/02/2018;85.0;9.0;9.0;10.0;10.0;10.0;9.0;f;;;t;f;strict;f;t;3;0.19;2018;4;;;;;;;;;;
within a few hours;100%;f;14.0;Rio de Janeiro, Rio de Janeiro, Brazil;Vidigal;Vidigal;;;;;;;;Rio de Janeiro;Rio de Janeiro;22450-220;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.990.089.807.145.200;-43.232.931.947.204.100;t;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Cat(s),""24-hour check-in""}";;$342.00;$1,708.00;$2,732.00;$1,025.00;;3;$68.00;5;1125;5 weeks ago;t;30;60;90;365;15/04/2018;19;14/06/2012;25/01/2017;91.0;9.0;8.0;10.0;10.0;9.0;8.0;f;;;f;f;strict;f;f;11;0.27;2018;4;;;;;;;;;;
within a few hours;100%;f;14.0;Rio de Janeiro, Rio de Janeiro, Brazil;Vidigal;Vidigal;;;;;;;;Rio de Janeiro;Rio de Janeiro;22450-220;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.299.075.565.899.800;-4.322.855.405.203.440;t;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),Washer}";;$683.00;;;$1,708.00;$256.00;4;$171.00;5;1125;5 weeks ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;11;;2018;4;;;;;;;;;;
within a few hours;100%;f;14.0;Rio de Janeiro, Rio de Janeiro, Brazil;Vidigal;Vidigal;;;;;;;;Rio de Janeiro;Rio de Janeiro;22450-220;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.991.023.386.089.500;-4.322.904.514.737.310;t;House;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Indoor fireplace""}";;$685.00;;;;$257.00;2;$0.00;5;1125;5 weeks ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;11;;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, RJ, Brazil;Leblon;Leblon;;;;;;;;Rio de Janeiro;RJ;22450;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.432.512.926.390;-4.322.915.480.172.730;t;Apartment;Private room;1;2.0;2.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",Oven,""Patio or balcony"",""Long term stays allowed"",""Well-lit path to entrance"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Step-free access""}";;$161.00;$1,200.00;$3,200.00;$300.00;$150.00;1;$0.00;5;180;2 months ago;t;29;59;89;364;14/04/2018;3;14/02/2016;14/02/2018;93.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;f;f;1;0.11;2018;4;;;;;;;;;;
within an hour;100%;f;7.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;22071-100;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.982.383.982.760.100;-4.319.156.252.666.800;t;Condominium;Entire home/apt;2;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Hot water"",""Host greets you"",""Paid parking on premises""}";;$130.00;;$3,790.00;$341.00;$0.00;1;$34.00;7;365;a week ago;t;29;59;89;179;14/04/2018;19;17/12/2012;21/03/2015;90.0;9.0;8.0;9.0;9.0;9.0;8.0;f;;;f;f;strict;t;t;7;0.29;2018;4;;;;;;;;;;
within a few hours;100%;t;4.0;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;;;;;;;Rio de Janeiro;Rio de Janeiro;22631-004;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.999.718.379.214.800;-4.335.812.529.152.560;t;Apartment;Entire home/apt;4;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Washer,Essentials,Hangers,""Hot water"",""Long term stays allowed"",""Host greets you""}";0.0;$126.00;$400.00;$1,200.00;$500.00;$120.00;1;$25.00;2;90;yesterday;t;0;20;50;50;15/04/2018;9;07/04/2013;06/04/2018;93.0;10.0;10.0;10.0;10.0;9.0;9.0;f;;;f;f;strict;f;f;4;0.15;2018;4;;;;;;;;;;
within a few hours;100%;t;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Leblon;Leblon;;;;;;;;Rio de Janeiro;Rio de Janeiro;22440-035;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.983.939.895.931.000;-4.322.620.317.989.100;t;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace""}";40.0;$239.00;;;$1,708.00;$154.00;1;$0.00;2;30;3 days ago;t;28;52;82;357;15/04/2018;80;23/06/2014;26/03/2018;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;moderate;f;f;1;1.72;2018;4;;;;;;;;;;
;;f;1.0;Rio de Janeiro, Rio de Janeiro, Brazil;Grajaú;Grajaú;;;;;;;;Rio de Janeiro;Rio de Janeiro;20560-001;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.920.517.607.598.500;-43.253.905.689.634.500;f;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;{TV,Internet,Wifi,Kitchen,Elevator,Washer,Essentials};43.0;$68.00;$468.00;$1,649.00;;$120.00;1;$61.00;1;30;21 months ago;t;0;0;0;0;15/04/2018;1;23/08/2016;23/08/2016;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;f;f;1;0.05;2018;4;;;;;;;;;;
within a few hours;100%;t;4.0;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;;;;;;;Rio de Janeiro;Rio de Janeiro;;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.297.576.170.388.130;-431.907.848.946.102;t;Apartment;Entire home/apt;16;6.0;5.0;6.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Hot water""}";;$1,199.00;;;$5,000.00;$300.00;4;$200.00;1;365;yesterday;t;30;53;83;358;14/04/2018;8;08/12/2015;19/11/2017;93.0;9.0;9.0;10.0;10.0;10.0;9.0;f;;;t;f;moderate;f;f;4;0.28;2018;4;;;;;;;;;;
